,timestamp,category,state,customer,product,scaled_price,rating
5262613,2018-07-02 16:53:10,59,16,19540,10392,-0.5544979833613648,0
5263661,2017-10-27 19:00:02,59,22,21228,30646,-0.5858306168370094,1
5263991,2018-03-01 08:23:50,59,22,23987,30646,-0.5858306168370094,0
5264101,2017-11-12 17:58:23,59,22,5162,30646,-0.5858306168370094,0
5264596,2018-04-22 01:36:52,59,22,87728,185,-0.5858306168370094,1
5264761,2017-12-24 00:05:52,59,22,18585,185,-0.5858306168370094,0
5266301,2017-10-20 10:46:34,59,22,88272,14965,-0.5858306168370094,1
5266466,2017-09-19 09:24:34,59,22,40533,14965,-0.5858306168370094,0
5266851,2018-01-23 13:18:16,59,22,10961,14965,-0.5858306168370094,0
5267291,2017-11-16 23:56:42,59,22,64111,14965,-0.5858306168370094,1
5267566,2018-01-26 16:47:34,59,22,46191,10618,-0.5858306168370094,1
5267841,2018-04-02 13:59:15,59,22,70373,10314,-0.5858306168370094,1
5268116,2018-02-20 22:31:15,59,22,64785,10314,-0.5858306168370094,0
5268556,2018-06-13 15:39:55,59,22,9004,17201,-0.5858306168370094,0
5269271,2018-04-22 01:36:52,59,22,87728,8692,-0.5858306168370094,1
5270151,2017-10-20 10:46:34,59,22,88272,38,-0.5858306168370094,1
5270811,2017-09-26 16:22:02,59,22,90100,20609,-0.5858306168370094,1
5271141,2018-03-13 15:57:08,59,22,82344,22125,-0.5858306168370094,0
5271251,2017-09-18 15:07:49,59,22,3208,29227,-0.10332926783220026,1
5272813,2018-06-12 13:07:34,59,22,15821,9727,0.6627032551620298,1
5275369,2017-09-05 11:10:05,59,22,83680,28912,-0.4007507124994873,0
5278388,2018-04-23 19:03:35,59,22,72875,1134,-0.6194429512254336,1
5278852,2018-08-20 23:20:11,59,22,9789,11897,-0.1298374179807998,1
5279884,2017-03-25 09:08:40,59,22,83998,10487,-0.24117164860491794,0
5279928,2017-03-25 09:08:40,59,22,83998,10487,-0.24117164860491794,0
5281240,2017-11-03 18:36:43,59,10,11226,32004,0.09813267329715637,0
5285396,2017-11-23 21:52:43,59,22,47516,4557,-0.32652789208340854,0
5287505,2018-07-02 21:20:18,59,22,37368,28251,0.07639599017530477,1
5288804,2018-05-12 23:10:28,59,22,59916,25427,-0.5433645602989529,1
5295929,2017-12-30 20:52:24,59,15,60551,31787,0.5858826360313882,1
5297024,2018-08-01 08:33:57,59,15,23119,8089,-0.40743076633693437,0
5297693,2018-04-05 11:32:10,59,22,316,29955,-0.35197571622606405,0
5298418,2018-06-24 23:22:22,59,20,81058,23214,-0.2894164818753691,0
5299188,2018-05-11 14:39:15,59,22,66003,4480,-0.22526675851575823,0
5299904,2017-09-10 12:54:36,59,22,37687,31591,-0.46967190288584615,0
5301056,2018-02-04 22:14:40,59,22,77696,259,-0.37424256235088776,0
5301110,2017-09-11 19:46:48,59,22,31950,259,-0.38643631141924345,0
5302298,2017-09-11 19:46:48,59,22,31950,6016,-0.480275162945286,0
5302460,2018-01-27 00:20:53,59,22,69425,16332,-0.4484653827669665,1
5302568,2017-07-11 23:14:57,59,22,275,3673,-0.2894164818753691,0
5303216,2018-01-13 06:50:03,59,22,64127,23664,-0.591609393569404,1
5305444,2017-06-17 18:18:36,59,22,8326,24568,1.9881107625920076,1
5309625,2017-01-17 15:01:33,59,16,21319,20942,-0.4484653827669665,1
5311170,2017-09-26 13:02:17,59,22,35191,20422,-0.5120849431236054,1
5311200,2017-09-25 15:09:03,59,22,43319,20422,-0.5120849431236054,1
5315578,2018-07-13 18:59:31,59,6,74813,17574,-0.18762518530474687,0
5316444,2017-07-28 19:53:33,59,22,49261,20120,1.2485863897463771,0
5317008,2017-03-29 02:00:08,59,22,41854,2077,-0.299489578931837,1
5317102,2017-11-13 09:49:19,59,22,1304,22431,0.9251869579334626,0
5317478,2017-11-13 17:05:52,59,22,29255,13387,-0.23640018157817,1
5318606,2017-05-15 19:27:13,59,22,44041,13432,-0.2894164818753691,0
5318809,2016-10-09 22:36:44,59,22,48232,3848,-0.596911023599124,1
5322922,2017-08-22 20:12:47,59,19,65578,15851,-0.3712206332339474,0
5331577,2017-09-06 11:16:05,59,8,76675,26776,-0.024334980389373543,1
5333968,2018-01-02 23:26:09,59,5,2433,12519,-0.36894093232116787,0
5338993,2018-07-28 18:11:21,59,22,80910,16558,0.3420076546642723,1
5339921,2017-11-04 22:21:11,59,22,61839,31692,-0.5704028734505244,0
5341362,2017-10-17 18:57:44,59,22,44201,7882,-0.5704028734505244,0
5343669,2017-08-21 10:31:19,59,22,18444,14045,-0.6075142836585637,0
5344440,2018-05-29 19:12:11,55,22,73553,20395,-0.37954419238060766,0
5348226,2018-03-19 10:05:40,60,22,58288,18228,-0.3424327821725683,1
5351000,2018-07-14 13:14:33,60,8,62093,25534,-0.10332926783220026,1
5355399,2017-09-17 12:50:31,60,8,48321,20706,-0.0768211176836007,0
5356312,2017-12-04 20:55:31,60,8,71504,20706,-0.0768211176836007,1
5356395,2017-10-16 15:04:08,60,8,15191,20706,-0.15634556812939937,1
5358553,2017-10-01 10:02:50,60,8,29246,20706,-0.15634556812939937,0
5360794,2018-02-05 10:44:15,60,8,4194,24093,-0.5539678203583928,0
5362118,2017-07-29 10:19:06,60,22,4563,7414,-0.27833607511325453,1
5365686,2017-02-20 09:28:19,60,15,69461,1881,-0.0768211176836007,0
5368014,2018-08-06 16:49:12,60,15,14700,22998,1.4553499609054537,1
5368579,2017-05-29 21:46:58,60,22,2012,28169,-0.5385930932722051,1
5368645,2017-04-23 18:55:04,60,22,37964,28169,-0.5385930932722051,0
5368975,2017-07-11 02:01:16,60,22,58436,28169,-0.5385930932722051,0
5374882,2018-01-12 14:28:29,60,22,30673,25470,-0.4548273388026304,0
5374884,2018-04-12 14:54:07,60,22,41773,25470,-0.4548273388026304,1
5374899,2017-09-02 16:43:04,60,22,59829,2985,-0.4548273388026304,1
5374901,2018-04-24 13:07:39,60,22,64673,2985,-0.4548273388026304,1
5374905,2017-07-13 11:11:59,60,22,33624,8797,-0.4877504612871911,0
5376274,2017-11-17 21:14:42,60,8,17528,3932,-0.3419556354698935,1
5377540,2017-07-25 18:48:04,60,8,18796,13220,-0.3419556354698935,0
5377751,2018-01-01 14:06:06,60,8,47492,13220,-0.3419556354698935,0
5379017,2017-07-17 09:46:31,60,8,67860,7399,-0.3419556354698935,1
5379650,2018-06-14 21:37:00,60,8,45378,1761,-0.3419556354698935,1
5380705,2017-11-18 22:11:10,60,8,60874,24208,-0.3424327821725683,1
5381549,2018-08-15 17:49:43,60,8,66883,8526,-0.02385783368669881,1
5383026,2018-01-30 15:07:08,60,8,53636,17678,0.02915846661050038,0
5385347,2017-07-11 02:01:16,60,8,58436,8755,-0.3419556354698935,0
5386493,2018-08-12 22:57:03,60,20,93103,1808,-0.591609393569404,1
5386692,2017-01-05 12:09:08,60,15,42139,24290,-0.6181175437180036,1
5386992,2017-01-05 12:06:36,60,15,42139,13190,-0.6446256938666032,1
5390032,2017-07-13 19:40:00,60,20,78916,11259,-0.5491963533316448,0
5391026,2017-04-24 11:32:58,60,20,70490,26078,-0.5544979833613648,0
5391452,2017-12-03 18:17:52,60,20,46007,19581,-0.18338388128097088,0
5393156,2017-12-17 14:36:14,60,20,35397,10811,-0.18338388128097088,1
5393582,2017-03-25 16:06:48,60,20,86541,28937,0.060491100086145035,1
5395144,2018-02-19 22:16:17,60,20,63434,12905,0.2566514111857818,1
5401735,2018-03-24 13:30:08,60,22,41747,20923,0.12994245347547584,0
5404897,2018-08-01 13:21:58,60,16,39191,28486,0.23592203776957693,0
5405093,2018-04-18 11:26:25,60,16,69604,17990,0.05041800302967717,1
5410189,2018-06-14 21:37:00,60,16,45378,15757,-0.4055751958265324,1
5412986,2017-11-11 21:39:07,60,15,1292,2821,-0.5275126865100904,0
5413176,2017-12-14 08:48:56,60,15,72224,2821,-0.5275126865100904,1
5413651,2017-11-11 21:39:07,60,15,1292,19512,-0.607037136955889,0
5414983,2017-02-04 19:01:33,60,22,49227,23086,-0.29524827490806105,0
5415330,2017-04-18 15:44:51,60,15,82426,2836,0.9834518719600844,1
5418701,2017-08-01 18:35:02,60,22,22424,7616,0.10820577035362423,1
5420173,2017-07-11 02:01:16,60,22,58436,21170,0.21423837094802248,0
5420357,2017-09-11 11:41:21,60,22,839,20944,0.10820577035362423,1
5422101,2018-03-14 20:45:08,60,22,69699,18594,-0.27287539618264306,1
5423168,2017-04-29 21:24:41,60,22,11054,25254,0.27838809430763334,0
5423258,2017-04-29 21:24:41,60,22,11054,17717,0.596485896090828,0
5425085,2018-06-30 14:37:39,60,22,39743,8443,-0.432083345975132,1
5427185,2018-05-13 23:59:36,60,22,36095,28208,-0.4850996462723311,0
5429145,2018-06-27 09:34:06,60,22,48781,16165,-0.42148008591569214,0
5431849,2017-05-11 09:19:10,60,22,6556,8881,-0.486955216782733,1
5432889,2017-08-21 10:33:13,60,22,52652,2568,-0.46490043585909824,1
5434409,2017-09-08 10:06:40,60,22,65440,19410,-0.486955216782733,1
5436146,2017-02-09 23:40:48,60,22,45945,25569,-0.4484653827669665,1
5437181,2018-01-24 22:53:51,60,22,4494,18205,0.38336036889608766,0
5437411,2017-07-31 15:28:17,60,22,74689,8665,0.5058280225826176,1
5438906,2018-01-30 16:26:24,60,22,29106,12806,-0.5916624098697013,1
5442757,2017-12-09 19:11:22,60,8,10915,19626,-0.13036758098377177,0
5444337,2018-01-11 17:48:39,60,8,12601,19626,-0.13036758098377177,1
5448445,2018-04-01 12:30:13,60,8,86107,31873,-0.18444420728691488,0
5453817,2018-08-07 22:03:27,60,8,10810,23782,-0.18444420728691488,0
5458557,2017-01-27 23:02:15,60,8,83061,10026,-0.2915371338872571,1
5460453,2017-01-27 13:32:58,60,8,71498,5975,-0.2915371338872571,0
5465509,2017-08-25 18:49:44,60,8,35476,29406,-0.15687573113237133,1
5473093,2017-08-29 15:50:51,60,8,56111,31123,-0.13036758098377177,0
5475937,2017-08-26 18:56:54,60,8,27641,10958,-0.15687573113237133,0
5478781,2017-08-24 02:38:05,60,8,75086,26537,-0.237460507584114,0
5492639,2017-09-11 01:41:38,60,22,18368,8600,-0.18290673457829615,0
5493023,2017-05-30 17:36:49,60,22,36586,9645,0.18773022079942292,1
5494559,2017-10-01 19:35:27,60,22,34801,29553,-0.35860275376321393,0
5495807,2017-07-10 19:37:07,60,22,66384,32156,0.509698212504313,1
5496767,2017-05-03 19:41:22,60,22,15170,7643,0.34725626839369506,1
5497151,2017-05-06 23:13:34,60,22,56108,2516,-0.3989481582893825,0
5498015,2017-09-07 13:10:23,60,22,83692,18653,-0.18290673457829615,1
5507702,2018-08-18 18:52:16,60,22,16201,25575,-0.5592694503881126,0
5507876,2018-07-18 18:25:54,60,22,80651,1322,0.018608222851357707,1
5507905,2018-08-07 16:24:20,60,22,1121,1322,0.018608222851357707,1
5516273,2018-01-24 14:19:05,60,22,35917,30237,-0.3419556354698935,0
5516613,2018-04-16 13:14:09,60,22,7817,13597,-0.07687413398389792,1
5516647,2018-04-16 13:14:09,60,22,7817,15296,-0.07735128068657265,1
5518032,2017-11-29 15:48:38,60,22,31224,11812,-0.029106447416121495,0
5520772,2017-11-17 13:17:27,60,22,38322,9372,-0.24117164860491794,1
5528384,2017-07-09 10:26:29,60,22,49092,27016,-0.26290833172676953,0
5544309,2017-08-11 17:35:49,60,22,3878,19970,0.4893399531901886,0
5546707,2018-06-14 18:05:57,60,22,81932,28493,-0.3954490824697674,0
5547142,2017-05-31 10:53:03,60,22,70302,15804,-0.5704028734505244,0
5547287,2017-10-05 06:36:34,60,22,56294,26170,-0.5014816830641656,0
5547867,2018-04-12 13:45:57,60,22,47676,15808,-0.55402083665869,0
5548418,2017-06-09 23:01:58,60,22,45612,6803,-0.4532898660940116,0
5548795,2018-03-13 22:16:31,60,22,11865,29171,0.34677912169102026,0
5548824,2018-04-06 09:20:57,60,22,49874,19934,-0.42142706961539494,0
5548998,2017-04-26 10:53:06,60,22,86349,28992,0.6118606231770158,0
5549114,2018-04-16 13:14:09,60,22,7817,9895,-0.4537670127966864,1
5550484,2017-07-05 09:08:28,60,16,26093,9167,-0.1737879309271779,0
5551460,2018-01-08 22:25:26,60,22,45098,17464,0.34720325209339775,1
5552066,2018-06-05 22:45:09,60,22,89612,26486,0.1087359333565962,1
5553308,2017-07-13 19:40:00,60,22,78916,17821,-0.5645710804178325,0
5553629,2017-06-25 21:23:59,60,22,9958,18129,-0.3631091392884759,1
5554164,2017-06-05 23:56:59,60,22,23202,8188,-0.3525058792290361,0
5554592,2018-03-24 01:41:40,60,22,90219,1971,-0.14044067804023963,1
5555020,2017-07-05 09:08:28,60,22,26093,12406,-0.4055221795262352,0
5555555,2017-08-17 14:29:07,60,22,92781,24358,-0.4532368497937144,1
5556304,2017-08-26 18:56:54,60,22,27641,21131,-0.5857776005367121,0
5557644,2017-08-11 17:35:47,60,15,3878,5898,-0.3206960990507166,0
5558556,2017-06-04 17:24:58,60,15,28772,26640,-0.07687413398389792,1
5559384,2017-07-17 09:46:31,60,15,67860,11426,-0.02385783368669881,1
5562715,2018-06-13 00:45:05,60,22,74110,9986,-0.11393252789164007,0
5569062,2018-08-13 14:18:20,60,22,63520,25318,-0.4426335897342746,1
5569117,2018-06-06 11:47:08,60,22,63520,25318,-0.4426335897342746,1
5569227,2018-08-13 14:18:20,60,22,63520,21299,-0.4426335897342746,1
5569282,2018-06-06 11:47:08,60,22,63520,21299,-0.4426335897342746,1
5570282,2018-05-14 21:28:52,60,22,776,17868,-0.6075142836585637,0
5573019,2017-08-13 10:33:17,60,22,29704,323,-0.6255398257596115,1
5574685,2017-12-04 11:30:23,60,2,29177,2585,-0.30214039394669695,0
5578149,2017-09-16 12:37:51,14,2,32679,27056,8.087636111784766,1
5578589,2017-08-29 22:35:42,14,2,79148,27056,5.701955614711103,1
5587229,2018-07-30 19:39:13,17,22,14061,13170,-0.10232195812655348,0
5588253,2018-05-28 21:02:23,17,22,54215,1732,-0.4055221795262352,0
5589299,2018-04-22 10:53:11,17,20,92007,13684,0.34677912169102026,0
5609671,2018-02-07 22:05:17,17,22,18562,3784,-0.3419556354698935,1
5612638,2018-01-24 12:33:57,17,15,37883,10097,0.7709095240686131,0
5612697,2018-01-24 12:33:57,17,15,37883,10097,0.7709095240686131,1
5613362,2018-06-23 22:09:17,17,22,45627,8822,-0.3901474524400475,1
5614471,2018-01-24 12:33:57,17,22,37883,31204,2.318985492746827,0
5614526,2018-01-24 12:33:57,17,22,37883,31204,2.318985492746827,1
5616580,2017-12-12 18:19:22,17,22,59102,19578,-0.4903482600017538,0
5617156,2018-01-29 22:08:10,17,22,42932,27349,-0.5301104852246531,1
5618404,2018-02-13 20:16:06,17,22,63565,1871,-0.5645710804178325,1
5620132,2017-10-13 07:54:53,17,22,7205,29563,-0.5704028734505244,1
5620516,2018-06-04 20:03:15,17,22,85499,4278,-0.45058603477885445,1
5629767,2018-08-08 17:41:10,17,20,41925,5700,1.1208171060301273,1
5629910,2018-08-12 02:11:20,17,20,73828,13120,-0.1515741011026514,0
5637202,2017-10-13 08:20:13,17,8,88084,15664,0.8721706576362634,0
5637656,2017-09-04 18:07:35,17,8,5164,26260,0.9251869579334626,1
5641619,2018-08-23 11:27:36,17,20,31354,28510,0.02915846661050038,0
5642005,2018-03-26 07:03:11,17,22,19240,15701,0.2810389093224933,0
5643475,2018-04-13 22:12:39,17,20,89188,31414,-0.5276187191106848,1
5652485,2018-05-09 22:32:05,17,22,23936,15374,0.08965006524960455,1
5655778,2018-05-12 22:27:38,17,15,32916,24055,-0.18815534830771882,1
5655794,2018-05-12 22:27:38,17,15,32916,10234,-0.2941879489021171,1
5655826,2018-05-12 22:27:38,17,15,32916,11585,-0.2941879489021171,1
5655842,2018-01-29 12:28:53,17,15,65711,11585,-0.2941879489021171,0
5655874,2018-05-12 22:27:38,17,15,32916,5045,-0.2941879489021171,1
5655938,2018-01-29 12:28:53,17,15,65711,5045,-0.2941879489021171,0
5655954,2018-05-12 22:27:38,17,15,32916,13120,-0.18815534830771882,1
5655970,2018-05-12 22:27:38,17,15,32916,11898,-0.18815534830771882,1
5655986,2018-03-01 20:40:12,17,15,23324,11898,-0.18815534830771882,0
5656002,2018-02-08 19:05:16,17,15,92258,8459,-0.3949719357670926,0
5656034,2018-02-08 19:05:16,17,15,92258,3227,-0.13036758098377177,0
5656066,2018-02-08 19:05:16,17,15,92258,21157,-0.13036758098377177,0
5656178,2018-07-25 06:56:57,17,15,72954,9481,-0.07735128068657265,1
5656194,2018-08-12 02:11:20,17,15,73828,9481,-0.07735128068657265,0
5656242,2018-08-12 02:11:20,17,15,73828,1642,-0.480275162945286,0
5656258,2017-12-26 18:37:30,17,15,43823,27514,3.6608280532689363,0
5656354,2018-05-02 23:05:54,17,15,67740,30864,1.1319505290925391,1
5656418,2018-08-12 02:11:20,17,15,73828,2099,0.9782032582306617,0
5656450,2018-01-06 17:25:44,17,15,91792,25384,0.07692615317827674,1
5656482,2018-02-23 20:55:32,17,15,60686,8566,-0.16164719815911927,0
5656530,2017-12-07 11:06:04,17,15,35760,13058,-0.42672869964511484,0
5656706,2018-08-12 02:11:20,17,15,73828,6193,-0.3631091392884759,0
5656770,2018-08-12 02:11:20,17,15,73828,1765,0.18295875377267495,0
5656802,2018-08-12 02:11:20,17,15,73828,4399,-0.32228658805963256,0
5656850,2018-02-13 18:45:25,17,15,29210,10880,0.23597505406987407,0
5656930,2018-01-31 11:30:47,17,15,93481,26744,-0.3949719357670926,1
5658192,2018-07-20 21:21:06,17,4,71280,10250,-0.3153944690209967,0
5658303,2018-07-20 21:21:06,17,4,71280,23534,-0.3153944690209967,0
5658414,2018-08-13 12:13:40,17,4,3212,1362,-0.5709330364534965,1
5659540,2018-04-09 12:55:25,17,22,17134,29112,0.3997954219882194,1
5660465,2018-05-08 18:49:32,17,22,4019,20795,-0.3085023499823608,1
5661033,2018-05-18 22:38:05,17,22,53355,23871,-0.5290501592187091,0
5664206,2017-03-04 20:05:28,17,15,54003,18332,0.9835048882603816,0
5665809,2018-07-21 17:38:21,17,22,21073,32174,-0.2894164818753691,1
5667644,2018-08-09 19:53:40,17,22,90769,23894,-0.4431637527372466,0
5669951,2018-04-27 12:37:10,17,8,88094,17417,-0.655494035427529,0
5670603,2018-08-13 12:13:40,17,20,3212,8337,-0.5014816830641656,1
5671051,2018-01-04 12:20:04,17,22,76301,25170,-0.4134746245708151,1
5672837,2018-02-11 12:49:34,17,22,33960,3761,0.022849526875133697,0
5674825,2018-08-26 11:44:34,17,8,67825,7530,-0.5612310534991091,0
5675000,2018-02-03 13:49:34,17,8,36720,26364,-0.5592694503881126,1
5682297,2018-04-27 16:58:21,62,22,90619,26590,-0.4903482600017538,0
5684669,2018-02-15 22:43:41,62,22,39055,12988,-0.34190261916959624,1
5684945,2017-09-20 18:26:13,62,22,44186,22925,-0.6096349356704518,1
5690084,2018-06-01 19:08:41,62,19,63910,26099,2.14933333179579,0
5693024,2018-07-13 14:58:58,62,22,87559,29187,-0.0780404925904363,1
5693074,2017-06-11 05:05:03,62,20,54687,10723,0.08169762020502468,0
5693943,2017-04-11 14:17:17,5,22,16170,738,0.12411066044278397,0
5694199,2017-02-23 10:38:19,5,22,66207,738,0.12411066044278397,0
5694263,2017-05-19 19:04:14,5,22,55175,738,0.12411066044278397,1
5694631,2018-03-23 17:28:26,5,22,61156,20747,-0.03811921846664536,0
5694823,2017-03-01 20:15:16,5,22,41395,20747,-0.03811921846664536,1
5695015,2017-10-14 14:24:15,5,22,6473,20747,-0.03811921846664536,0
5695031,2017-05-12 10:28:30,5,22,74963,20747,-0.03811921846664536,1
5695671,2017-05-05 08:28:50,5,22,62195,20747,-0.03811921846664536,0
5695719,2018-01-02 17:33:07,5,22,51994,31911,-0.25506191928278416,0
5696039,2017-11-03 01:59:42,5,22,23083,28241,0.07692615317827674,0
5696103,2018-03-26 20:16:02,5,22,4772,28241,0.07692615317827674,0
5696135,2017-04-16 16:34:53,5,22,37201,28241,0.07692615317827674,1
5696151,2017-03-28 19:34:19,5,22,14412,28241,0.07692615317827674,1
5696247,2018-01-16 13:27:19,5,22,1460,28241,0.07692615317827674,0
5696263,2018-04-02 19:13:49,5,22,31542,28241,0.07692615317827674,1
5696343,2017-12-12 17:56:17,5,22,52724,28241,0.07692615317827674,0
5696423,2017-08-24 21:11:15,5,22,63078,20649,-0.2623781687237976,0
5696727,2017-02-07 13:15:29,5,22,73039,10164,0.10237397732093237,0
5697015,2017-06-27 23:02:14,5,22,37844,10164,0.10237397732093237,1
5697031,2017-12-12 10:06:18,5,22,76140,10164,0.10237397732093237,0
5697239,2017-04-04 08:33:00,5,22,37770,10164,0.10237397732093237,1
5697335,2017-05-26 12:16:29,5,22,11512,10164,0.10237397732093237,1
5697495,2017-07-01 12:02:13,5,22,33112,10164,0.10237397732093237,1
5697639,2017-06-06 18:22:03,5,22,79607,10164,0.10237397732093237,0
5697751,2017-11-24 23:52:51,5,22,25727,10164,0.10237397732093237,0
5698263,2017-05-18 12:42:52,5,22,52634,19248,0.23597505406987407,0
5698295,2017-05-12 10:28:30,5,22,74963,19248,0.23597505406987407,1
5698311,2017-05-28 15:50:05,5,22,73154,19248,0.23597505406987407,0
5698423,2018-02-13 16:36:56,5,22,14402,19248,0.19117628031874087,1
5698455,2017-03-27 20:40:27,5,22,23513,19248,0.23597505406987407,1
5698583,2017-03-06 09:23:13,5,22,17246,19248,0.23597505406987407,1
5698615,2017-04-29 12:46:17,5,22,62696,19248,0.23597505406987407,1
5698663,2018-01-09 12:41:33,5,22,55047,30889,0.5542849210542575,0
5698743,2017-03-31 14:05:50,5,22,22111,30889,0.6182225792126796,1
5698759,2017-06-29 17:10:42,5,22,22974,30889,0.6182225792126796,1
5698775,2017-06-07 18:02:02,5,22,80087,30889,0.6182225792126796,1
5698823,2017-12-03 01:35:22,5,22,29344,30889,0.5542849210542575,1
5698839,2017-02-14 20:53:12,5,22,17250,30889,0.6182225792126796,0
5698903,2018-01-29 13:56:15,5,22,92592,30889,0.5542849210542575,0
5698951,2017-07-10 13:33:35,5,22,70935,30889,0.6182225792126796,1
5699031,2017-05-17 12:06:00,5,22,65672,30889,0.6182225792126796,0
5699047,2017-02-18 11:49:06,5,22,19821,30889,0.6182225792126796,1
5699191,2017-12-15 12:21:14,5,22,64162,30889,0.5542849210542575,1
5699447,2017-06-06 16:19:01,5,22,2322,30889,0.6182225792126796,1
5699495,2017-11-24 13:50:10,5,22,50339,30889,0.5542849210542575,1
5699527,2018-01-16 20:56:48,5,22,14209,30889,0.5542849210542575,1
5699735,2017-05-29 13:06:03,5,22,69859,5398,0.07162452314855682,0
5699751,2018-02-13 16:36:56,5,22,14402,5398,0.0350432759434894,1
5699863,2018-03-18 15:50:21,5,22,27758,13379,-0.16641866518586723,1
5699975,2017-03-23 16:38:33,5,22,71892,1600,0.6065589931472959,1
5700023,2018-03-01 12:57:42,5,22,70968,1600,0.5432045142921429,0
5700167,2017-01-24 22:16:05,5,22,17570,3806,0.2778579313046614,1
5700231,2018-02-23 08:38:47,5,22,65317,3806,0.23093850554164022,1
5700311,2018-01-07 16:55:48,5,22,38611,31279,0.5432045142921429,1
5700359,2017-12-01 23:54:03,5,22,82685,23337,-0.16641866518586723,0
5700471,2017-11-16 12:26:30,5,22,84851,11014,-0.17172029521558713,0
5700743,2017-05-12 10:28:31,5,22,74963,4588,-0.24647327863463786,1
5706310,2017-04-08 08:46:10,5,22,26580,8818,-0.3419556354698935,1
5712668,2018-04-19 16:33:33,5,22,33605,2857,-0.5120849431236054,1
5715473,2018-06-02 23:40:57,5,22,31689,2857,-0.5120849431236054,1
5725384,2018-02-17 20:52:39,5,22,70395,31066,-0.5115547801206334,1
5732116,2018-06-04 12:53:03,5,22,75625,7742,-0.5063061663912107,1
5734734,2018-02-14 12:35:02,5,22,44216,7742,-0.5089569814060707,1
5750905,2018-03-27 17:48:27,5,22,10741,27588,-0.5014816830641656,1
5751893,2017-08-23 16:17:38,5,22,57204,27588,-0.5014816830641656,1
5755351,2018-07-18 19:52:04,5,22,49672,4280,-0.5757045034802443,1
5757249,2018-04-03 18:55:16,5,22,27098,16134,-0.5275126865100904,0
5757379,2018-07-01 12:19:55,5,22,24094,30242,-0.5556113256676058,1
5758869,2017-04-15 14:45:34,5,22,62549,24031,-0.5089039651057735,1
5761047,2017-10-26 15:03:54,5,22,50377,5172,-0.0768211176836007,1
5762751,2018-02-20 17:32:52,5,22,77092,3701,-0.5804759705069923,1
5763004,2018-07-04 18:50:37,5,22,45124,17295,-0.4479352197639945,0
5764348,2017-08-25 23:07:33,5,8,82273,30699,-0.5757045034802443,0
5767102,2018-02-13 21:06:34,5,8,44584,18633,0.2884611913641012,1
5768012,2017-11-15 23:23:55,5,22,22963,2512,-0.46437027285612625,1
5801856,2017-11-08 15:13:33,5,15,45399,16816,-0.31592463202396864,0
5807546,2017-03-25 14:49:56,5,22,88017,25193,-0.5770299109876743,0
5817840,2018-05-29 19:36:23,5,22,87804,31930,-0.4484653827669665,1
5822449,2017-01-05 12:01:20,5,15,48490,13673,-0.6022126536288439,1
5825384,2018-03-18 11:45:44,5,20,75337,30481,0.3950239549614714,0
5825588,2017-02-09 12:48:59,5,20,52542,30481,0.3950239549614714,1
5826302,2018-07-01 21:12:33,5,16,51596,31461,-0.46967190288584615,1
5833738,2018-02-16 13:30:10,5,22,15237,6357,-0.5804759705069923,1
5840162,2017-09-27 17:59:26,5,22,26415,8947,1.3440157302813356,1
5841856,2017-02-07 20:58:44,5,8,72396,30977,-0.4749735329155661,1
5843236,2018-06-26 13:56:10,5,22,88544,16923,1.6191703288237989,0
5843976,2018-01-10 22:54:15,5,22,52857,7207,-0.2894164818753691,1
5844056,2018-01-25 10:21:10,5,22,75042,16019,-0.26290833172676953,0
5844256,2018-03-31 12:55:42,5,22,57839,8409,-0.3424327821725683,0
5844796,2017-08-07 09:55:21,5,22,6512,194,-0.3424327821725683,0
5845076,2018-05-07 10:28:17,5,22,440,29032,-0.3424327821725683,0
5845096,2018-02-22 10:01:22,5,22,81142,1078,-0.2894164818753691,1
5845216,2018-04-11 23:00:19,5,22,70238,31802,-0.3424327821725683,0
5846416,2017-10-23 19:56:28,5,22,14259,2972,-0.3424327821725683,0
5846436,2017-10-23 19:56:28,5,22,14259,2972,-0.3424327821725683,0
5847236,2017-10-08 09:31:45,5,22,91075,14986,-0.13036758098377177,0
5847881,2018-08-03 13:37:30,5,22,33847,7110,0.12994245347547584,0
5849103,2018-08-02 12:07:08,5,20,45312,24580,-0.42672869964511484,0
5849685,2018-06-04 19:07:48,5,20,27164,20125,-0.4532368497937144,0
5854326,2018-02-02 17:24:58,5,22,75349,25159,0.29158915308163597,1
5854380,2018-02-28 11:16:21,5,22,75588,21756,0.29158915308163597,1
5854848,2018-04-13 10:25:30,5,22,55876,6473,0.29158915308163597,1
5854866,2018-01-14 10:42:30,5,22,57529,6473,0.29158915308163597,0
5855010,2017-12-05 07:43:18,5,22,75774,31600,0.053015801744239976,1
5855082,2018-01-13 12:53:33,5,22,55076,11039,0.29158915308163597,0
5855388,2018-02-26 20:35:44,5,22,80488,22247,0.29158915308163597,0
5856375,2017-07-21 00:45:06,5,22,33632,3683,-0.3424327821725683,1
5857095,2018-04-25 22:15:01,5,16,28175,28729,0.240746521096622,0
5857377,2018-04-11 10:48:09,5,22,8013,13778,-0.3848458224103276,0
5857398,2018-04-12 15:44:28,5,22,8013,13778,-0.3848458224103276,0
5857671,2018-02-15 13:09:29,5,22,68369,21956,-0.3339501741250164,0
5859435,2017-07-30 23:17:05,5,22,46524,4547,-0.5910792305664321,1
5860539,2017-12-11 16:44:24,5,20,27576,31084,-0.5014816830641656,0
